# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
 2208       1.710793731556e-11       8.795140178565e-13      -2.137296907532e-13       0.000000000000e+00       2.089917336898e-16       3.712917481831e-17       7.478359236979e-18 
 2209       1.702929391444e-11       8.821404636612e-13      -2.254707287832e-13       0.000000000000e+00       2.085628433797e-16       3.673531253337e-17       7.461605767334e-18 
 2210       1.695180366417e-11       8.846914445179e-13      -2.373983056429e-13       0.000000000000e+00       2.081349612130e-16       3.634328465285e-17       7.444208211437e-18 
 2211       1.687547701176e-11       8.871654032496e-13      -2.495060464385e-13       0.000000000000e+00       2.077080842113e-16       3.595327438151e-17       7.426252690097e-18 
 2212       1.680032443271e-11       8.895607776201e-13      -2.617875519392e-13       0.000000000000e+00       2.072822093730e-16       3.556546556981e-17       7.407825640286e-18 
 2213       1.672635643109e-11       8.918760003283e-13      -2.742363985488e-13       0.000000000000e+00       2.068573336735e-16       3.518004271461e-17       7.389013815506e-18 
 2214       1.665358353953e-11       8.941094990029e-13      -2.868461382785e-13       0.000000000000e+00       2.064334540651e-16       3.479719095989e-17       7.369904286141e-18 
 2215       1.658201631928e-11       8.962596961965e-13      -2.996102987184e-13       0.000000000000e+00       2.060105674768e-16       3.441709609748e-17       7.350584439822e-18 
 2216       1.651166536021e-11       8.983250093805e-13      -3.125223830095e-13       0.000000000000e+00       2.055886708144e-16       3.403994456777e-17       7.331141981781e-18 
 2217       1.644254128085e-11       9.003038509392e-13      -3.255758698159e-13       0.000000000000e+00       2.051677609607e-16       3.366592346046e-17       7.311664935213e-18 
 2218       1.637465472844e-11       9.021946281648e-13      -3.387642132972e-13       0.000000000000e+00       2.047478347749e-16       3.329522051526e-17       7.292241641635e-18 
 2219       1.630801637891e-11       9.039957432517e-13      -3.520808430796e-13       0.000000000000e+00       2.043288890932e-16       3.292802412260e-17       7.272960761244e-18 
 2220       1.624263693696e-11       9.057055932905e-13      -3.655191642290e-13       0.000000000000e+00       2.039109207284e-16       3.256452332440e-17       7.253911273275e-18 
 2221       1.617852423913e-11       9.073228380636e-13      -3.790726616056e-13       0.000000000000e+00       2.034939266601e-16       3.220487105499e-17       7.235167938633e-18 
 2222       1.611567454218e-11       9.088472053680e-13      -3.927352137386e-13       0.000000000000e+00       2.030779046083e-16       3.184907359779e-17       7.216747582332e-18 
 2223       1.605408117734e-11       9.102786909894e-13      -4.065007809649e-13       0.000000000000e+00       2.026628524632e-16       3.149710040148e-17       7.198652523610e-18 
 2224       1.599373744202e-11       9.116172913850e-13      -4.203633012081e-13       0.000000000000e+00       2.022487680960e-16       3.114892077337e-17       7.180885087495e-18 
 2225       1.593463659972e-11       9.128630036842e-13      -4.343166899535e-13       0.000000000000e+00       2.018356493585e-16       3.080450387924e-17       7.163447604816e-18 
 2226       1.587677188003e-11       9.140158256902e-13      -4.483548402220e-13       0.000000000000e+00       2.014234940831e-16       3.046381874319e-17       7.146342412203e-18 
 2227       1.582013647855e-11       9.150757558803e-13      -4.624716225452e-13       0.000000000000e+00       2.010123000828e-16       3.012683424748e-17       7.129571852097e-18 
 2228       1.576472355689e-11       9.160427934077e-13      -4.766608849399e-13       0.000000000000e+00       2.006020651511e-16       2.979351913229e-17       7.113138272753e-18 
 2229       1.571052624257e-11       9.169169381016e-13      -4.909164528824e-13       0.000000000000e+00       2.001927870621e-16       2.946384199564e-17       7.097044028246e-18 
 2230       1.565753762906e-11       9.176981904692e-13      -5.052321292834e-13       0.000000000000e+00       1.997844635704e-16       2.913777129315e-17       7.081291478478e-18 
 2231       1.560575077566e-11       9.183865516958e-13      -5.196016944621e-13       0.000000000000e+00       1.993770924110e-16       2.881527533789e-17       7.065882989180e-18 
 2232       1.555515870750e-11       9.189820236466e-13      -5.340189061216e-13       0.000000000000e+00       1.989706712995e-16       2.849632230022e-17       7.050820931922e-18 
 2233       1.550575441548e-11       9.194846088671e-13      -5.484774993226e-13       0.000000000000e+00       1.985651979318e-16       2.818088020761e-17       7.036107684115e-18 
 2234       1.545753085624e-11       9.198943105845e-13      -5.629711864584e-13       0.000000000000e+00       1.981606699843e-16       2.786891694446e-17       7.021745629018e-18 
 2235       1.541048095212e-11       9.202111327085e-13      -5.774936572294e-13       0.000000000000e+00       1.977570851136e-16       2.756040025196e-17       7.007737155744e-18 
 2236       1.536459759112e-11       9.204350798324e-13      -5.920385786179e-13       0.000000000000e+00       1.973544409569e-16       2.725529772786e-17       6.994084659263e-18 
 2237       1.531987362683e-11       9.205661572342e-13      -6.065995948621e-13       0.000000000000e+00       1.969527351315e-16       2.695357682636e-17       6.980790540412e-18 
 2238       1.527630187841e-11       9.206043708773e-13      -6.211703274314e-13       0.000000000000e+00       1.965519652351e-16       2.665520485791e-17       6.967857205895e-18 
 2239       1.523387513057e-11       9.205497274120e-13      -6.357443750003e-13       0.000000000000e+00       1.961521288457e-16       2.636014898904e-17       6.955287068294e-18 
 2240       1.519258613349e-11       9.204022341761e-13      -6.503153134234e-13       0.000000000000e+00       1.957532235213e-16       2.606837624219e-17       6.943082546070e-18 
 2241       1.515242760278e-11       9.201618991961e-13      -6.648766957100e-13       0.000000000000e+00       1.953552468004e-16       2.577985349553e-17       6.931246063571e-18 
 2242       1.511339221948e-11       9.198287311880e-13      -6.794220519983e-13       0.000000000000e+00       1.949581962016e-16       2.549454748283e-17       6.919780051036e-18 
 2243       1.507547262996e-11       9.194027395588e-13      -6.939448895302e-13       0.000000000000e+00       1.945620692235e-16       2.521242479321e-17       6.908686944604e-18 
 2244       1.503866144593e-11       9.188839344069e-13      -7.084386926261e-13       0.000000000000e+00       1.941668633451e-16       2.493345187105e-17       6.897969186314e-18 
 2245       1.500295124437e-11       9.182723265236e-13      -7.228969226589e-13       0.000000000000e+00       1.937725760252e-16       2.465759501577e-17       6.887629224114e-18 
 2246       1.496833456749e-11       9.175679273939e-13      -7.373130180293e-13       0.000000000000e+00       1.933792047030e-16       2.438482038169e-17       6.877669511868e-18 
 2247       1.493480392268e-11       9.167707491974e-13      -7.516803941397e-13       0.000000000000e+00       1.929867467974e-16       2.411509397782e-17       6.868092509358e-18 
 2248       1.490235178252e-11       9.158808048095e-13      -7.659924433691e-13       0.000000000000e+00       1.925951997075e-16       2.384838166772e-17       6.858900682289e-18 
 2249       1.487097058464e-11       9.148981078026e-13      -7.802425350477e-13       0.000000000000e+00       1.922045608125e-16       2.358464916932e-17       6.850096502301e-18 
 2250       1.484065273179e-11       9.138226724466e-13      -7.944240154315e-13       0.000000000000e+00       1.918148274713e-16       2.332386205475e-17       6.841682446965e-18 
 2251       1.481139059172e-11       9.126545137103e-13      -8.085302076766e-13       0.000000000000e+00       1.914259970231e-16       2.306598575015e-17       6.833660999798e-18 
 2252       1.478317649716e-11       9.113936472622e-13      -8.225544118140e-13       0.000000000000e+00       1.910380667866e-16       2.281098553555e-17       6.826034650260e-18 
 2253       1.475600274579e-11       9.100400894718e-13      -8.364899047242e-13       0.000000000000e+00       1.906510340606e-16       2.255882654462e-17       6.818805893767e-18 
 2254       1.472986160018e-11       9.085938574103e-13      -8.503299401116e-13       0.000000000000e+00       1.902648961238e-16       2.230947376458e-17       6.811977231691e-18 
 2255       1.470474528777e-11       9.070549688517e-13      -8.640677484793e-13       0.000000000000e+00       1.898796502347e-16       2.206289203597e-17       6.805551171368e-18 
 2256       1.468064600079e-11       9.054234422741e-13      -8.776965371034e-13       0.000000000000e+00       1.894952936315e-16       2.181904605250e-17       6.799530226104e-18 
 2257       1.465755589628e-11       9.036992968602e-13      -8.912094900078e-13       0.000000000000e+00       1.891118235323e-16       2.157790036090e-17       6.793916915178e-18 
 2258       1.463546709599e-11       9.018825524987e-13      -9.045997679386e-13       0.000000000000e+00       1.887292371349e-16       2.133941936070e-17       6.788713763849e-18 
 2259       1.461437168634e-11       8.999732297852e-13      -9.178605083390e-13       0.000000000000e+00       1.883475316168e-16       2.110356730411e-17       6.783923303364e-18 
 2260       1.459426033359e-11       8.979715409965e-13      -9.309854537064e-13       0.000000000000e+00       1.879667043006e-16       2.087031597069e-17       6.779537787289e-18 
 2261       1.457511811930e-11       8.958784643636e-13      -9.439708411646e-13       0.000000000000e+00       1.875867531522e-16       2.063966774620e-17       6.775508267706e-18 
 2262       1.455692867778e-11       8.936951735211e-13      -9.568135250820e-13       0.000000000000e+00       1.872076762856e-16       2.041163269294e-17       6.771775318707e-18 
 2263       1.453967557842e-11       8.914228468765e-13      -9.695103497885e-13       0.000000000000e+00       1.868294717979e-16       2.018622088844e-17       6.768279301637e-18 
 2264       1.452334232558e-11       8.890626676164e-13      -9.820581495658e-13       0.000000000000e+00       1.864521377696e-16       1.996344242545e-17       6.764960364866e-18 
 2265       1.450791235852e-11       8.866158237117e-13      -9.944537486359e-13       0.000000000000e+00       1.860756722639e-16       1.974330741198e-17       6.761758443541e-18 
 2266       1.449336905138e-11       8.840835079228e-13      -1.006693961151e-12       0.000000000000e+00       1.857000733273e-16       1.952582597130e-17       6.758613259362e-18 
 2267       1.447969571303e-11       8.814669178057e-13      -1.018775591183e-12       0.000000000000e+00       1.853253389894e-16       1.931100824194e-17       6.755464320336e-18 
 2268       1.446687558705e-11       8.787672557171e-13      -1.030695432711e-12       0.000000000000e+00       1.849514672627e-16       1.909886437771e-17       6.752250920547e-18 
 2269       1.445489185164e-11       8.759857288199e-13      -1.042450269614e-12       0.000000000000e+00       1.845784561427e-16       1.888940454769e-17       6.748912139920e-18 
 2270       1.444372761952e-11       8.731235490889e-13      -1.054036875656e-12       0.000000000000e+00       1.842063036078e-16       1.868263893628e-17       6.745386843981e-18 
 2271       1.443336593791e-11       8.701819333161e-13      -1.065452014481e-12       0.000000000000e+00       1.838350076196e-16       1.847857774315e-17       6.741613683625e-18 
 2272       1.442378978841e-11       8.671621031164e-13      -1.076692439597e-12       0.000000000000e+00       1.834645661224e-16       1.827723118329e-17       6.737531094877e-18 
 2273       1.441498208693e-11       8.640652849328e-13      -1.087754894365e-12       0.000000000000e+00       1.830949770434e-16       1.807860948703e-17       6.733077298660e-18 
 2274       1.440692568364e-11       8.608927100423e-13      -1.098636111995e-12       0.000000000000e+00       1.827262382928e-16       1.788272289999e-17       6.728190300553e-18 
 2275       1.439960336287e-11       8.576456145611e-13      -1.109332815528e-12       0.000000000000e+00       1.823583477636e-16       1.768958168316e-17       6.722807890561e-18 
 2276       1.439299784306e-11       8.543252394499e-13      -1.119841717830e-12       0.000000000000e+00       1.819913033316e-16       1.749919611287e-17       6.716867642876e-18 
 2277       1.438709177666e-11       8.509328305202e-13      -1.130159521578e-12       0.000000000000e+00       1.816251028554e-16       1.731157648078e-17       6.710306915641e-18 
 2278       1.438186775006e-11       8.474696384388e-13      -1.140282919252e-12       0.000000000000e+00       1.812597441766e-16       1.712673309395e-17       6.703062850716e-18 
 2279       1.437730828356e-11       8.439369187340e-13      -1.150208593123e-12       0.000000000000e+00       1.808952251192e-16       1.694467627479e-17       6.695072373437e-18 
 2280       1.437339583121e-11       8.403359318009e-13      -1.159933215243e-12       0.000000000000e+00       1.805315434902e-16       1.676541636109e-17       6.686272192388e-18 
 2281       1.437011278083e-11       8.366679429068e-13      -1.169453447433e-12       0.000000000000e+00       1.801686970793e-16       1.658896370605e-17       6.676598799157e-18 
 2282       1.436744145385e-11       8.329342221966e-13      -1.178765941275e-12       0.000000000000e+00       1.798066836587e-16       1.641532867825e-17       6.665988468106e-18 
 2283       1.436536410531e-11       8.291360446988e-13      -1.187867338097e-12       0.000000000000e+00       1.794455009835e-16       1.624452166170e-17       6.654377256131e-18 
 2284       1.436386292373e-11       8.252746903303e-13      -1.196754268967e-12       0.000000000000e+00       1.790851467914e-16       1.607655305579e-17       6.641701002428e-18 
 2285       1.436292003107e-11       8.213514439027e-13      -1.205423354680e-12       0.000000000000e+00       1.787256188025e-16       1.591143327538e-17       6.627895328257e-18 
 2286       1.436251748263e-11       8.173675951269e-13      -1.213871205747e-12       0.000000000000e+00       1.783669147199e-16       1.574917275074e-17       6.612895636706e-18 
 2287       1.436263726699e-11       8.133244386193e-13      -1.222094422385e-12       0.000000000000e+00       1.780090322289e-16       1.558978192759e-17       6.596637112453e-18 
 2288       1.436326130596e-11       8.092232739070e-13      -1.230089594507e-12       0.000000000000e+00       1.776519689975e-16       1.543327126710e-17       6.579054721533e-18 
 2289       1.436437145444e-11       8.050654054334e-13      -1.237853301709e-12       0.000000000000e+00       1.772957226764e-16       1.527965124591e-17       6.560083211100e-18 
 2290       1.436594950041e-11       8.008521425636e-13      -1.245382113263e-12       0.000000000000e+00       1.769402908984e-16       1.512893235613e-17       6.539657109192e-18 
 2291       1.436797716482e-11       7.965847995900e-13      -1.252672588102e-12       0.000000000000e+00       1.765856712792e-16       1.498112510535e-17       6.517710724495e-18 
 2292       1.437043610154e-11       7.922646957377e-13      -1.259721274814e-12       0.000000000000e+00       1.762318614168e-16       1.483624001663e-17       6.494178146105e-18 
 2293       1.437330789726e-11       7.878931551700e-13      -1.266524711626e-12       0.000000000000e+00       1.758788588915e-16       1.469428762856e-17       6.468993243296e-18 
 2294       1.437657407143e-11       7.834715069941e-13      -1.273079426399e-12       0.000000000000e+00       1.755266612662e-16       1.455527849522e-17       6.442089665280e-18 
 2295       1.438021607618e-11       7.790010852662e-13      -1.279381936614e-12       0.000000000000e+00       1.751752660861e-16       1.441922318620e-17       6.413400840974e-18 
 2296       1.438421529626e-11       7.744832289975e-13      -1.285428749359e-12       0.000000000000e+00       1.748246708789e-16       1.428613228663e-17       6.382859978762e-18 
 2297       1.438855304895e-11       7.699192821592e-13      -1.291216361326e-12       0.000000000000e+00       1.744748731544e-16       1.415601639716e-17       6.350400066259e-18 
 2298       1.439321058398e-11       7.653105936884e-13      -1.296741258791e-12       0.000000000000e+00       1.741258704050e-16       1.402888613399e-17       6.315953870077e-18 
 2299       1.439816963898e-11       7.606585462251e-13      -1.302000650028e-12       0.000000000000e+00       1.737776602497e-16       1.390474893272e-17       6.279473442183e-18 
 2300       1.440341410975e-11       7.559646425122e-13      -1.306994667636e-12       0.000000000000e+00       1.734302408693e-16       1.378359943767e-17       6.240988775210e-18 
 2301       1.440892839047e-11       7.512304195569e-13      -1.311724180214e-12       0.000000000000e+00       1.730836105742e-16       1.366542905134e-17       6.200549520206e-18 
 2302       1.441469681911e-11       7.464574199547e-13      -1.316190061222e-12       0.000000000000e+00       1.727377676598e-16       1.355022912501e-17       6.158205514160e-18 
 2303       1.442070367733e-11       7.416471918960e-13      -1.320393188986e-12       0.000000000000e+00       1.723927104070e-16       1.343799095863e-17       6.114006780212e-18 
 2304       1.442693319047e-11       7.368012891718e-13      -1.324334446705e-12       0.000000000000e+00       1.720484370818e-16       1.332870580078e-17       6.068003527860e-18 
 2305       1.443336952746e-11       7.319212711801e-13      -1.328014722457e-12       0.000000000000e+00       1.717049459354e-16       1.322236484857e-17       6.020246153161e-18 
 2306       1.443999680073e-11       7.270087029322e-13      -1.331434909205e-12       0.000000000000e+00       1.713622352042e-16       1.311895924761e-17       5.970785238944e-18 
 2307       1.444679906623e-11       7.220651550585e-13      -1.334595904803e-12       0.000000000000e+00       1.710203031097e-16       1.301848009196e-17       5.919671555015e-18 
 2308       1.445376032328e-11       7.170922038149e-13      -1.337498612001e-12       0.000000000000e+00       1.706791478586e-16       1.292091842402e-17       5.866956058360e-18 
 2309       1.446086451455e-11       7.120914310887e-13      -1.340143938452e-12       0.000000000000e+00       1.703387676426e-16       1.282626523450e-17       5.812689893358e-18 
 2310       1.446809552601e-11       7.070644244052e-13      -1.342532796718e-12       0.000000000000e+00       1.699991606385e-16       1.273451146234e-17       5.756924391982e-18 
 2311       1.447543718685e-11       7.020127769334e-13      -1.344666104275e-12       0.000000000000e+00       1.696603250085e-16       1.264564799466e-17       5.699711074009e-18 
 2312       1.448287326940e-11       6.969380874923e-13      -1.346544783519e-12       0.000000000000e+00       1.693222588993e-16       1.255966566669e-17       5.641101647227e-18 
 2313       1.449038748912e-11       6.918419605571e-13      -1.348169761774e-12       0.000000000000e+00       1.689849604431e-16       1.247655526170e-17       5.581148007638e-18 
 2314       1.449796350447e-11       6.867260062654e-13      -1.349541971295e-12       0.000000000000e+00       1.686484277569e-16       1.239630751095e-17       5.519902239669e-18 
 2315       1.450558491692e-11       6.815918404232e-13      -1.350662349276e-12       0.000000000000e+00       1.683126589426e-16       1.231891309362e-17       5.457416616376e-18 
 2316       1.451323527083e-11       6.764410845111e-13      -1.351531837855e-12       0.000000000000e+00       1.679776520874e-16       1.224436263673e-17       5.393743599652e-18 
 2317       1.452089805343e-11       6.712753656905e-13      -1.352151384121e-12       0.000000000000e+00       1.676434052631e-16       1.217264671511e-17       5.328935840433e-18 
 2318       1.452855669472e-11       6.660963168097e-13      -1.352521940119e-12       0.000000000000e+00       1.673099165266e-16       1.210375585131e-17       5.263046178906e-18 
 2319       1.453619456745e-11       6.609055764101e-13      -1.352644462854e-12       0.000000000000e+00       1.669771839198e-16       1.203768051554e-17       5.196127644712e-18 
 2320       1.454379498701e-11       6.557047887324e-13      -1.352519914303e-12       0.000000000000e+00       1.666452054693e-16       1.197441112563e-17       5.128233457159e-18 
 2321       1.455134121142e-11       6.504956037224e-13      -1.352149261413e-12       0.000000000000e+00       1.663139791866e-16       1.191393804692e-17       5.059417025421e-18 
 2322       1.455881644123e-11       6.452796770378e-13      -1.351533476115e-12       0.000000000000e+00       1.659835030682e-16       1.185625159224e-17       4.989731948754e-18 
 2323       1.456620381947e-11       6.400586700537e-13      -1.350673535323e-12       0.000000000000e+00       1.656537750953e-16       1.180134202184e-17       4.919232016691e-18 
 2324       1.457348643160e-11       6.348342498692e-13      -1.349570420945e-12       0.000000000000e+00       1.653247932340e-16       1.174919954329e-17       4.847971209261e-18 
 2325       1.458064730542e-11       6.296080893131e-13      -1.348225119884e-12       0.000000000000e+00       1.649965554352e-16       1.169981431147e-17       4.776003697186e-18 
 2326       1.458766941103e-11       6.243818669505e-13      -1.346638624050e-12       0.000000000000e+00       1.646690596344e-16       1.165317642846e-17       4.703383842094e-18 
 2327       1.459453566079e-11       6.191572670890e-13      -1.344811930361e-12       0.000000000000e+00       1.643423037520e-16       1.160927594351e-17       4.630166196722e-18 
 2328       1.460122890919e-11       6.139359797842e-13      -1.342746040752e-12       0.000000000000e+00       1.640162856932e-16       1.156810285294e-17       4.556405505123e-18 
 2329       1.460773195286e-11       6.087197008465e-13      -1.340441962177e-12       0.000000000000e+00       1.636910033477e-16       1.152964710013e-17       4.482156702876e-18 
 2330       1.461402753048e-11       6.035101318470e-13      -1.337900706621e-12       0.000000000000e+00       1.633664545901e-16       1.149389857541e-17       4.407474917288e-18 
 2331       1.462009832268e-11       5.983089801237e-13      -1.335123291101e-12       0.000000000000e+00       1.630426372795e-16       1.146084711600e-17       4.332415467605e-18 
 2332       1.462592695207e-11       5.931179587876e-13      -1.332110737672e-12       0.000000000000e+00       1.627195492599e-16       1.143048250598e-17       4.257033865215e-18 
 2333       1.463149598308e-11       5.879387867288e-13      -1.328864073438e-12       0.000000000000e+00       1.623971883596e-16       1.140279447619e-17       4.181385813859e-18 
 2334       1.463678792196e-11       5.827731886229e-13      -1.325384330552e-12       0.000000000000e+00       1.620755523918e-16       1.137777270418e-17       4.105527209831e-18 
 2335       1.464178521669e-11       5.776228949367e-13      -1.321672546225e-12       0.000000000000e+00       1.617546391542e-16       1.135540681415e-17       4.029514142193e-18 
 2336       1.464647025694e-11       5.724896419349e-13      -1.317729762730e-12       0.000000000000e+00       1.614344464289e-16       1.133568637689e-17       3.953402892976e-18 
 2337       1.465082537399e-11       5.673751716859e-13      -1.313557027412e-12       0.000000000000e+00       1.611149719829e-16       1.131860090970e-17       3.877249937386e-18 
 2338       1.465483466757e-11       5.622811120074e-13      -1.309155820991e-12       0.000000000000e+00       1.607962136941e-16       1.130413902536e-17       3.801109543235e-18 
 2339       1.465848949895e-11       5.572086154696e-13      -1.304529345411e-12       0.000000000000e+00       1.604781699325e-16       1.129228587329e-17       3.725026552367e-18 
 2340       1.466178303214e-11       5.521587181439e-13      -1.299681244068e-12       0.000000000000e+00       1.601608391818e-16       1.128302568224e-17       3.649043554439e-18 
 2341       1.466470841009e-11       5.471324594613e-13      -1.294615174257e-12       0.000000000000e+00       1.598442199126e-16       1.127634260970e-17       3.573203283746e-18 
 2342       1.466725875465e-11       5.421308822161e-13      -1.289334807190e-12       0.000000000000e+00       1.595283105826e-16       1.127222074188e-17       3.497548619382e-18 
 2343       1.466942716654e-11       5.371550325697e-13      -1.283843828008e-12       0.000000000000e+00       1.592131096365e-16       1.127064409358e-17       3.422122585387e-18 
 2344       1.467120672537e-11       5.322059600536e-13      -1.278145935798e-12       0.000000000000e+00       1.588986155063e-16       1.127159660811e-17       3.346968350907e-18 
 2345       1.467259048959e-11       5.272847175733e-13      -1.272244843607e-12       0.000000000000e+00       1.585848266106e-16       1.127506215724e-17       3.272129230344e-18 
 2346       1.467357149648e-11       5.223923614115e-13      -1.266144278458e-12       0.000000000000e+00       1.582717413553e-16       1.128102454109e-17       3.197648683513e-18 
 2347       1.467414276210e-11       5.175299512319e-13      -1.259847981368e-12       0.000000000000e+00       1.579593581332e-16       1.128946748805e-17       3.123570315791e-18 
 2348       1.467429728131e-11       5.126985500828e-13      -1.253359707357e-12       0.000000000000e+00       1.576476753239e-16       1.130037465470e-17       3.049937878277e-18 
 2349       1.467402802773e-11       5.078992244000e-13      -1.246683225471e-12       0.000000000000e+00       1.573366912941e-16       1.131372962575e-17       2.976795267945e-18 
 2350       1.467332795370e-11       5.031330440113e-13      -1.239822318792e-12       0.000000000000e+00       1.570264043975e-16       1.132951591391e-17       2.904186527793e-18 
 2351       1.467218999028e-11       4.984010821389e-13      -1.232780784454e-12       0.000000000000e+00       1.567168129744e-16       1.134771695986e-17       2.832155847002e-18 
 2352       1.467060704723e-11       4.937044154038e-13      -1.225562433660e-12       0.000000000000e+00       1.564079153524e-16       1.136831613212e-17       2.760747561089e-18 
 2353       1.466857201298e-11       4.890441238289e-13      -1.218171091699e-12       0.000000000000e+00       1.560997098456e-16       1.139129672702e-17       2.690006152060e-18 
 2354       1.466607775461e-11       4.844212908427e-13      -1.210610597955e-12       0.000000000000e+00       1.557921947553e-16       1.141664196857e-17       2.619976248564e-18 
 2355       1.466311711782e-11       4.798370032825e-13      -1.202884805930e-12       0.000000000000e+00       1.554853683692e-16       1.144433500840e-17       2.550702626048e-18 
 2356       1.465968292693e-11       4.752923513984e-13      -1.194997583252e-12       0.000000000000e+00       1.551792289622e-16       1.147435892567e-17       2.482230206912e-18 
 2357       1.465576798484e-11       4.707884288563e-13      -1.186952811698e-12       0.000000000000e+00       1.548737747960e-16       1.150669672701e-17       2.414604060660e-18 
 2358       1.465136507300e-11       4.663263327419e-13      -1.178754387202e-12       0.000000000000e+00       1.545690041187e-16       1.154133134639e-17       2.347869404055e-18 
 2359       1.464646695141e-11       4.619071635639e-13      -1.170406219876e-12       0.000000000000e+00       1.542649151656e-16       1.157824564510e-17       2.282071601275e-18 
 2360       1.464106635860e-11       4.575320252575e-13      -1.161912234022e-12       0.000000000000e+00       1.539615061586e-16       1.161742241161e-17       2.217256164064e-18 
 2361       1.463515601159e-11       4.532020251880e-13      -1.153276368150e-12       0.000000000000e+00       1.536587753062e-16       1.165884436153e-17       2.153468751891e-18 
 2362       1.462872860588e-11       4.489182741546e-13      -1.144502574989e-12       0.000000000000e+00       1.533567208038e-16       1.170249413751e-17       2.090755172096e-18 
 2363       1.462177681541e-11       4.446818863934e-13      -1.135594821508e-12       0.000000000000e+00       1.530553408335e-16       1.174835430915e-17       2.029161380053e-18 
 2364       1.461429329257e-11       4.404939795811e-13      -1.126557088927e-12       0.000000000000e+00       1.527546335639e-16       1.179640737292e-17       1.968733479317e-18 
 2365       1.460627066815e-11       4.363556748389e-13      -1.117393372734e-12       0.000000000000e+00       1.524545971504e-16       1.184663575210e-17       1.909517721781e-18 
 2366       1.459770155133e-11       4.322680967354e-13      -1.108107682700e-12       0.000000000000e+00       1.521552297352e-16       1.189902179669e-17       1.851560507831e-18 
 2367       1.458857852968e-11       4.282323732905e-13      -1.098704042895e-12       0.000000000000e+00       1.518565294467e-16       1.195354778328e-17       1.794908386498e-18 
 2368       1.457889416909e-11       4.242496359788e-13      -1.089186491704e-12       0.000000000000e+00       1.515584944004e-16       1.201019591505e-17       1.739608055612e-18 
 2369       1.456864101377e-11       4.203210197332e-13      -1.079559081839e-12       0.000000000000e+00       1.512611226981e-16       1.206894832163e-17       1.685706361958e-18 
 2370       1.455781158626e-11       4.164476629483e-13      -1.069825880358e-12       0.000000000000e+00       1.509644124282e-16       1.212978705902e-17       1.633250301428e-18 
 2371       1.454639838737e-11       4.126307074840e-13      -1.059990968679e-12       0.000000000000e+00       1.506683616658e-16       1.219269410954e-17       1.582287019176e-18 
 2372       1.453439389615e-11       4.088712986689e-13      -1.050058442594e-12       0.000000000000e+00       1.503729684724e-16       1.225765138172e-17       1.532863809773e-18 
 2373       1.452179056992e-11       4.051705853042e-13      -1.040032412288e-12       0.000000000000e+00       1.500782308962e-16       1.232464071022e-17       1.485028117357e-18 
 2374       1.450858084419e-11       4.015297196665e-13      -1.029917002349e-12       0.000000000000e+00       1.497841469717e-16       1.239364385576e-17       1.438827535793e-18 
 2375       1.449475713267e-11       3.979498575119e-13      -1.019716351790e-12       0.000000000000e+00       1.494907147201e-16       1.246464250503e-17       1.394309808821e-18 
 2376       1.448031182726e-11       3.944321580795e-13      -1.009434614057e-12       0.000000000000e+00       1.491979321489e-16       1.253761827061e-17       1.351522830216e-18 
 2377       1.446523918616e-11       3.909776045118e-13      -9.990759186698e-13       0.000000000000e+00       1.489057973636e-16       1.261255223424e-17       1.310493400063e-18 
 2378       1.444954101110e-11       3.875864639007e-13      -9.886442558306e-13       0.000000000000e+00       1.486143089029e-16       1.268942357365e-17       1.271163350299e-18 
 2379       1.443322100503e-11       3.842588239229e-13      -9.781435911335e-13       0.000000000000e+00       1.483234654053e-16       1.276821092712e-17       1.233453026039e-18 
 2380       1.441628288720e-11       3.809947721202e-13      -9.675779038940e-13       0.000000000000e+00       1.480332654981e-16       1.284889284923e-17       1.197282493426e-18 
 2381       1.439873039313e-11       3.777943958993e-13      -9.569511871643e-13       0.000000000000e+00       1.477437077971e-16       1.293144781083e-17       1.162571539333e-18 
 2382       1.438056727466e-11       3.746577825314e-13      -9.462674477474e-13       0.000000000000e+00       1.474547909069e-16       1.301585419887e-17       1.129239671068e-18 
 2383       1.436179729995e-11       3.715850191521e-13      -9.355307062121e-13       0.000000000000e+00       1.471665134205e-16       1.310209031637e-17       1.097206116077e-18 
 2384       1.434242425351e-11       3.685761927607e-13      -9.247449969069e-13       0.000000000000e+00       1.468788739199e-16       1.319013438232e-17       1.066389821643e-18 
 2385       1.432245193620e-11       3.656313902205e-13      -9.139143679752e-13       0.000000000000e+00       1.465918709752e-16       1.327996453154e-17       1.036709454595e-18 
 2386       1.430188416527e-11       3.627506982580e-13      -9.030428813693e-13       0.000000000000e+00       1.463055031454e-16       1.337155881466e-17       1.008083401007e-18 
 2387       1.428072477437e-11       3.599342034628e-13      -8.921346128653e-13       0.000000000000e+00       1.460197689779e-16       1.346489519797e-17       9.804297659014e-19 
